variant,system,tick,actual_request_rate,scaled_demand,predicted_demand,p10,p50,p90,monitored,burst,next_interval_seconds,after_stretched_interval,replicas,cpu_millicores,utilization,response_ms,slo_violation,resource_cost,rolling_overlap_cost,execution_backend
reactive_hpa_fixed_cpu,reactive_hpa,0,686.0,997.4151857835218,758.5048644877934,758.5048644877934,758.5048644877934,758.5048644877934,True,False,60,False,1,950,1.5,687.5,True,0.057,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,1,810.0,1177.7059773828755,758.4829786589908,758.4829786589908,758.4829786589908,758.4829786589908,True,False,60,False,4,950,0.7379110133977916,152.32434046535425,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,2,862.0,1253.3117932148627,761.3691315629767,761.3691315629767,761.3691315629767,761.3691315629767,True,False,60,False,4,950,0.7852830784554278,167.1668240840823,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,3,722.0,1049.7576736672052,763.8259224736285,763.8259224736285,763.8259224736285,763.8259224736285,True,False,60,False,5,950,0.526194322640203,106.22472718886965,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,4,622.0,904.3618739903069,761.4957214714923,761.4957214714923,761.4957214714923,761.4957214714923,True,False,60,False,5,950,0.45331422255153225,96.7675859179506,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,5,553.0,804.0387722132472,758.2572711184657,758.2572711184657,758.2572711184657,758.2572711184657,True,False,60,False,5,950,0.40302695349034945,91.78351286238606,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,6,730.0,1061.389337641357,755.1676226576383,755.1676226576383,755.1676226576383,755.1676226576383,True,False,60,False,5,950,0.5320247306472968,107.10615807373367,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,7,746.0,1084.6526655896607,758.0148293236671,758.0148293236671,758.0148293236671,758.0148293236671,True,False,60,False,4,950,0.6796069333268551,136.4996695459687,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,8,1057.0,1536.8336025848141,759.450638375878,759.450638375878,759.450638375878,759.450638375878,True,False,60,False,4,950,0.9629283224215627,240.71425048693916,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,9,1060.0,1541.1954765751211,767.6898124440268,767.6898124440268,767.6898124440268,767.6898124440268,True,False,60,False,4,950,0.9656613261748879,242.08656592864375,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,10,740.0,1075.9289176090467,771.1927242277852,771.1927242277852,771.1927242277852,771.1927242277852,True,False,60,False,6,950,0.4494272838801365,96.33995316339158,False,0.34199999999999997,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,11,713.0,1036.6720516962844,765.1803266127463,765.1803266127463,765.1803266127463,765.1803266127463,True,False,60,False,6,950,0.4330292613601856,94.61585539911387,False,0.34199999999999997,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,12,900.0,1308.562197092084,762.3640293938915,762.3640293938915,762.3640293938915,762.3640293938915,True,False,60,False,6,950,0.5466007506650309,109.39565735522197,False,0.34199999999999997,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,13,805.0,1170.4361873990306,765.6058332881294,765.6058332881294,765.6058332881294,765.6058332881294,True,False,60,False,6,950,0.4889040047614998,101.03503743536662,False,0.34199999999999997,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,14,836.0,1215.508885298869,764.4765596462858,764.4765596462858,764.4765596462858,764.4765596462858,True,False,60,False,5,950,0.6092776367412878,120.71160447690391,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,15,657.0,955.2504038772213,764.8771949212642,764.8771949212642,764.8771949212642,764.8771949212642,True,False,60,False,5,950,0.4788222575825671,99.76038923575184,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,16,927.0,1347.8190630048464,760.6550698104038,760.6550698104038,760.6550698104038,760.6550698104038,True,False,60,False,5,950,0.6755985278219782,135.50582840445378,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,17,891.0,1295.476575121163,765.4931676841443,765.4931676841443,765.4931676841443,765.4931676841443,True,False,60,False,5,950,0.6493616917900566,129.2870129456059,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,18,733.0,1065.7512116316639,766.4193890052666,766.4193890052666,766.4193890052666,766.4193890052666,True,False,60,False,5,950,0.5342111336499569,107.44171883066545,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,19,659.0,958.1583198707592,763.0691595204953,763.0691595204953,763.0691595204953,763.0691595204953,True,False,60,False,5,950,0.48027985958434044,99.94139931489421,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,20,625.0,908.7237479806139,759.9677694839556,759.9677694839556,759.9677694839556,759.9677694839556,True,False,60,False,5,950,0.4555006255541924,97.01137578427198,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,21,817.0,1187.8836833602584,757.7639660425848,757.7639660425848,757.7639660425848,757.7639660425848,True,False,60,False,5,950,0.5954304177244403,117.99842150104715,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,22,673.0,978.513731825525,761.3699845834344,761.3699845834344,761.3699845834344,761.3699845834344,True,False,60,False,5,950,0.4904830735967544,101.23951419148744,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,23,534.0,776.4135702746365,759.2058884080761,759.2058884080761,759.2058884080761,759.2058884080761,True,False,60,False,5,950,0.389179734473502,90.61018991106738,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,24,637.0,926.1712439418417,755.0301525568138,755.0301525568138,755.0301525568138,755.0301525568138,True,False,60,False,5,950,0.4642462375648329,98.01016465476592,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,25,667.0,969.7899838449111,755.6892613934288,755.6892613934288,755.6892613934288,755.6892613934288,True,False,60,False,5,950,0.48611026759143416,100.67649344380824,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,26,727.0,1057.02746365105,756.5398900486944,756.5398900486944,756.5398900486944,756.5398900486944,True,False,60,False,5,950,0.5298383276446367,106.77334404702515,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,27,727.0,1057.02746365105,758.3035767486072,758.3035767486072,758.3035767486072,758.3035767486072,True,False,60,False,5,950,0.5298383276446367,106.77334404702515,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,28,675.0,981.421647819063,759.0581151581937,759.0581151581937,759.0581151581937,759.0581151581937,True,False,60,False,5,950,0.4919406755985278,101.42943421195682,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,29,781.0,1135.541195476575,758.1940305233547,758.1940305233547,758.1940305233547,758.1940305233547,True,False,60,False,5,950,0.5691935816925188,113.19345720479743,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,30,694.0,1009.0468497576736,760.4756093594006,760.4756093594006,760.4756093594006,760.4756093594006,True,False,60,False,4,950,0.632234868269219,125.48915156112105,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,31,659.0,958.1583198707592,759.3015688694177,759.3015688694177,759.3015688694177,759.3015688694177,True,False,60,False,5,950,0.48027985958434044,99.94139931489421,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,32,585.0,850.5654281098546,758.0372838327748,758.0372838327748,758.0372838327748,758.0372838327748,True,False,60,False,5,950,0.42634858551872407,93.9497679892353,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,33,586.0,852.0193861066235,755.7021319668056,755.7021319668056,755.7021319668056,755.7021319668056,True,False,60,False,5,950,0.4270773865196108,94.02142761658816,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,34,667.0,969.7899838449111,754.6988711902268,754.6988711902268,754.6988711902268,754.6988711902268,True,False,60,False,4,950,0.6076378344892926,120.38377625743797,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,35,777.0,1129.7253634894992,756.1261584008062,756.1261584008062,756.1261584008062,756.1261584008062,True,False,60,False,4,950,0.707847972111215,143.83994169760277,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,36,764.0,1110.8239095315023,759.3323612353524,759.3323612353524,759.3323612353524,759.3323612353524,True,False,60,False,4,950,0.696004955846806,140.68893286263346,False,0.228,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,37,821.0,1193.6995153473345,760.3779803317193,760.3779803317193,760.3779803317193,760.3779803317193,True,False,60,False,5,950,0.5983456217279872,118.55927482634368,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,38,547.0,795.3150242326333,762.3352775866988,762.3352775866988,762.3352775866988,762.3352775866988,True,False,60,False,5,950,0.3986541474850292,91.40410914881053,False,0.285,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,39,679.0,987.2374798061389,756.5745293696345,756.5745293696345,756.5745293696345,756.5745293696345,True,False,60,False,5,950,0.49485587960207467,101.81266397719548,False,0.285,0.0,rolling
