variant,system,tick,actual_request_rate,scaled_demand,predicted_demand,p10,p50,p90,monitored,burst,next_interval_seconds,after_stretched_interval,replicas,cpu_millicores,utilization,response_ms,slo_violation,resource_cost,rolling_overlap_cost,execution_backend
reactive_hpa_fixed_cpu,reactive_hpa,0,839.0,526.3855001742768,566.0967905459192,566.0967905459192,566.0967905459192,566.0967905459192,True,False,60,False,1,950,1.3192619051986887,493.30015780343643,True,0.057,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,1,721.0,452.3527361449983,581.8691564751766,581.8691564751766,581.8691564751766,581.8691564751766,True,False,60,False,2,950,0.5668580653446094,112.78653307518758,False,0.114,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,2,992.0,622.3771348902056,549.5635750534275,549.5635750534275,549.5635750534275,549.5635750534275,True,False,60,False,2,950,0.7799212216669243,165.39348109545472,False,0.114,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,3,948.0,594.7716974555594,620.0786492199059,620.0786492199059,620.0786492199059,620.0786492199059,True,False,60,False,2,950,0.7453279416736334,154.5271843188006,False,0.114,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,4,1047.0,656.8839316835134,618.175766701962,618.175766701962,618.175766701962,618.175766701962,True,False,60,False,3,950,0.5487752144390254,109.74787647750283,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,5,1145.0,718.3687696061346,652.9114765343493,652.9114765343493,652.9114765343493,652.9114765343493,True,False,60,False,3,950,0.600140993823003,118.90741564057593,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,6,904.0,567.1662600209132,692.846963244433,692.846963244433,692.846963244433,692.846963244433,True,False,60,False,3,950,0.4738231077868949,99.14790287338027,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,7,1008.0,632.4154757755316,635.8331697553622,635.8331697553622,635.8331697553622,635.8331697553622,True,False,60,False,3,950,0.5283337308066263,106.54590407925234,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,8,965.0,605.4374346462182,662.1028417388497,662.1028417388497,662.1028417388497,662.1028417388497,True,False,60,False,3,950,0.5057956847503912,103.291521772798,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,9,1099.0,689.5085395608226,652.690155118652,652.690155118652,652.690155118652,652.690155118652,True,False,60,False,3,950,0.576030525948891,114.40400496954103,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,10,931.0,584.1059602649007,692.1408540052335,692.1408540052335,692.1408540052335,692.1408540052335,True,False,60,False,3,950,0.48797490414778666,100.9153418555826,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,11,1011.0,634.2976646915301,650.4107131169385,650.4107131169385,650.4107131169385,650.4107131169385,True,False,60,False,3,950,0.529906152624503,106.78362718750941,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,12,1169.0,733.4262809341234,669.9858818912098,669.9858818912098,669.9858818912098,669.9858818912098,True,False,60,False,3,950,0.6127203683660178,121.40563581407896,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,13,1013.0,635.5524573021959,717.6409825156861,717.6409825156861,717.6409825156861,717.6409825156861,True,False,60,False,3,950,0.5309544338364209,106.94289511956772,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,14,842.0,528.2676890902753,681.4631914676347,681.4631914676347,681.4631914676347,681.4631914676347,True,False,60,False,3,950,0.4413263902174397,95.47220457122366,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,15,1180.0,740.327640292785,630.3795114452087,630.3795114452087,630.3795114452087,630.3795114452087,True,False,60,False,3,950,0.6184859150315664,122.58551918718003,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,16,1164.0,730.2892994074591,717.5118020941627,717.5118020941627,717.5118020941627,717.5118020941627,True,False,60,False,3,950,0.6100996653362232,120.8766094268361,False,0.17099999999999999,0.0,rolling
reactive_hpa_fixed_cpu,reactive_hpa,17,1061.0,665.6674799581735,724.3028775424373,724.3028775424373,724.3028775424373,724.3028775424373,True,False,60,False,3,950,0.5561131829224507,110.9572287410416,False,0.17099999999999999,0.0,rolling
