variant,system,tick,actual_request_rate,scaled_demand,predicted_demand,p10,p50,p90,monitored,burst,next_interval_seconds,after_stretched_interval,replicas,cpu_millicores,utilization,response_ms,slo_violation,resource_cost,rolling_overlap_cost,execution_backend
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,0,839.0,526.3855001742768,575.1495589335168,575.1495589335168,575.1495589335168,575.1495589335168,True,False,60,False,1,600,1.5,687.5,True,0.036,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,1,721.0,452.3527361449983,589.7437435462625,589.7437435462625,589.7437435462625,589.7437435462625,True,False,60,False,2,800,0.6731439525967237,134.9030347565214,False,0.10319999999999999,0.026399999999999996,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,2,992.0,622.3771348902056,558.8374481110486,558.8374481110486,558.8374481110486,558.8374481110486,True,False,60,False,2,800,0.9261564507294727,222.99655440276464,False,0.09599999999999999,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,3,948.0,594.7716974555594,626.3139887608213,626.3139887608213,626.3139887608213,626.3139887608213,True,False,60,False,2,800,0.8850769307374396,204.8002825299447,False,0.09599999999999999,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,4,1047.0,656.8839316835134,626.1618814635913,626.1618814635913,626.1618814635913,626.1618814635913,True,False,60,False,2,800,0.977505850719514,248.12434352106266,False,0.09599999999999999,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,5,1145.0,718.3687696061346,659.3568185502245,659.3568185502245,659.3568185502245,659.3568185502245,True,False,60,False,2,800,1.0690011452472241,299.8907783424432,False,0.09599999999999999,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,6,904.0,567.1662600209132,697.8354853388328,697.8354853388328,697.8354853388328,697.8354853388328,True,False,60,False,2,800,0.8439974107454066,188.2170891366551,False,0.09599999999999999,0.0,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,7,1008.0,632.4154757755316,643.8118188326753,643.8118188326753,643.8118188326753,643.8118188326753,True,False,60,False,3,600,0.8365284071104916,185.36941902754154,False,0.1272,0.040799999999999996,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,8,965.0,605.4374346462182,667.1604816203062,667.1604816203062,667.1604816203062,667.1604816203062,True,False,60,False,2,800,0.9009485634616342,211.63533910125068,False,0.11759999999999998,0.040799999999999996,rolling
paper_hybrid_bilstm_dtr_rolling_fixed_monitor,hybrid,9,1099.0,689.5085395608226,658.2601817727282,658.2601817727282,658.2601817727282,658.2601817727282,True,False,60,False,2,800,1.026054374346462,274.4391141456363,False,0.09599999999999999,0.0,rolling
